"zip","name","empflag","emp","qp1","ap","est"
"02359","PEMBROKE, MA",,4661,32914,157514,498
"02360","PLYMOUTH, MA",,18882,165511,735580,1292
"02361","PLYMOUTH, MA",,109,795,3601,13
"02362","PLYMOUTH, MA",,722,12421,34788,22
"02364","KINGSTON, MA",,5227,29263,131575,438
"02366","SOUTH CARVER, MA",,63,527,2747,16
"02367","PLYMPTON, MA",,184,1342,6508,54
"02368","RANDOLPH, MA",,8724,71565,301601,595
"02370","ROCKLAND, MA",,8443,98789,431508,526
"02375","SOUTH EASTON, MA",,5162,42940,184611,398
"02379","WEST BRIDGEWATER, MA",,4948,44204,186690,325
"02381","WHITE HORSE BEACH, MA",,36,150,743,4
"02382","WHITMAN, MA",,2619,17210,80906,270
"02420","LEXINGTON, MA",,5252,57704,239336,510
"02421","LEXINGTON, MA",,12371,215557,813999,540
"02445","BROOKLINE, MA",,5474,45792,199324,467
"02446","BROOKLINE, MA",,6755,52396,244867,743
"02447","BROOKLINE VILLAGE, MA",,101,1078,5162,10
"02451","WALTHAM, MA",,33540,693688,2676037,1109
"02452","WALTHAM, MA",,9213,92161,394859,370
"02453","WALTHAM, MA",,16869,180467,770173,869
"02454","WALTHAM, MA",,1446,24352,85056,38
"02455","NORTH WALTHAM, MA","A",0,0,0,2
"02456","NEW TOWN, MA","A",0,0,0,2
"02457","BABSON PARK, MA","G",0,0,0,9
"02458","NEWTON, MA",,6725,83126,361019,470
"02459","NEWTON CENTER, MA",,8806,109374,460824,701
"02460","NEWTONVILLE, MA",,2455,27050,116709,270
"02461","NEWTON HIGHLANDS, MA",,2798,28448,129972,253
"02462","NEWTON LOWER FALLS, MA",,7597,63960,279723,135
"02464","NEWTON UPPER FALLS, MA",,3158,40203,169341,249
"02465","WEST NEWTON, MA",,3032,25628,121668,334
"02466","AUBURNDALE, MA",,4395,57683,229725,218
"02467","CHESTNUT HILL, MA",,11199,102313,459422,499
"02468","WABAN, MA",,580,4242,19463,120
"02471","WATERTOWN, MA",,970,14187,66470,21
"02472","WATERTOWN, MA",,16605,185704,812301,1017
"02474","ARLINGTON, MA",,3127,21505,102435,433
"02475","ARLINGTON HEIGHTS, MA","A",0,0,0,3
"02476","ARLINGTON, MA",,4079,33038,144691,439
"02478","BELMONT, MA",,5662,48724,217012,569
"02479","WAVERLEY, MA",,36,161,697,6
"02481","WELLESLEY HILLS, MA",,14142,263418,1028447,747
"02482","WELLESLEY, MA",,4503,42691,184023,450
"02492","NEEDHAM, MA",,6001,60925,249771,575
"02493","WESTON, MA",,3481,35269,149096,309
"02494","NEEDHAM HEIGHTS, MA",,14173,204540,972292,644
"02495","NONANTUM, MA","A",0,0,0,2
"02532","BUZZARDS BAY, MA",,2692,18741,87339,309
"02534","CATAUMET, MA",,441,3234,17520,64
"02535","CHILMARK, MA",,188,1321,9600,57
"02536","EAST FALMOUTH, MA",,2763,19895,97746,375
"02537","EAST SANDWICH, MA",,992,6567,28570,112
"02538","EAST WAREHAM, MA",,1475,6778,29250,120
"02539","EDGARTOWN, MA",,1449,11548,67344,315
"02540","FALMOUTH, MA",,6308,51258,232067,533
"02541","FALMOUTH, MA",,190,1239,5769,26
"02542","BUZZARDS BAY, MA",,84,904,3688,8
"02543","WOODS HOLE, MA",,1797,20380,89923,50
"02552","MENEMSHA, MA","A",0,0,0,3
"02553","MONUMENT BEACH, MA",,131,682,3513,35
"02554","NANTUCKET, MA",,3782,32272,193149,782
"02556","NORTH FALMOUTH, MA",,864,5802,28307,127
"02557","OAK BLUFFS, MA",,1193,10307,54590,207
"02558","ONSET, MA",,214,942,5195,46
"02559","POCASSET, MA",,853,7524,34653,131
"02561","SAGAMORE, MA",,512,2768,12183,54
"02562","SAGAMORE BEACH, MA",,1040,10527,37119,93
"02563","SANDWICH, MA",,3057,21529,98742,384
"02564","SIASCONSET, MA",,54,635,6253,27
"02568","VINEYARD HAVEN, MA",,1661,13092,66785,349
"02571","WAREHAM, MA",,4079,32470,144279,311
"02574","WEST FALMOUTH, MA",,185,2178,9444,37
"02575","WEST TISBURY, MA",,454,3589,19033,87
"02576","WEST WAREHAM, MA",,739,5668,27343,78
"02584","NANTUCKET, MA","B",0,0,0,45
"02601","HYANNIS, MA",,19807,163457,705440,1242
"02630","BARNSTABLE, MA",,354,2311,11771,80
"02631","BREWSTER, MA",,1924,12747,68559,291
"02632","CENTERVILLE, MA",,1568,11061,53874,234
"02633","CHATHAM, MA",,1594,12760,57491,264
"02634","CENTERVILLE, MA","A",0,0,0,1
"02635","COTUIT, MA",,513,3331,14838,77
"02636","CENTERVILLE, MA","A",0,0,0,1
"02637","CUMMAQUID, MA",,26,296,1877,15
"02638","DENNIS, MA",,558,3313,17613,111
"02639","DENNIS PORT, MA",,737,4303,25728,129
"02641","EAST DENNIS, MA",,262,1685,8811,54
"02642","EASTHAM, MA",,343,1743,9622,82
"02643","EAST ORLEANS, MA",,159,1071,5778,39
"02644","FORESTDALE, MA",,506,2470,15184,56
"02645","HARWICH, MA",,1731,11227,56282,218
"02646","HARWICH PORT, MA",,535,3227,18946,132
"02647","HYANNIS PORT, MA",,87,1052,5693,15
"02648","MARSTONS MILLS, MA",,854,5655,29335,187
"02649","MASHPEE, MA",,3607,22829,104897,401
"02650","NORTH CHATHAM, MA",,280,2147,10960,34
"02651","NORTH EASTHAM, MA",,568,3355,18983,99
"02652","NORTH TRURO, MA",,134,869,6708,57
"02653","ORLEANS, MA",,3142,22622,104766,398
"02655","OSTERVILLE, MA",,1221,10492,55363,197
"02657","PROVINCETOWN, MA",,1253,6841,57257,445
"02659","SOUTH CHATHAM, MA",,166,1112,6830,37
"02660","SOUTH DENNIS, MA",,1683,10896,50934,191
"02661","SOUTH HARWICH, MA",,44,231,1246,15
"02662","SOUTH ORLEANS, MA",,50,442,2436,19
"02663","SOUTH WELLFLEET, MA",,115,726,5758,35
"02664","SOUTH YARMOUTH, MA",,3873,31202,142445,373
"02666","TRURO, MA",,74,461,3301,32
"02667","WELLFLEET, MA",,382,2405,16931,124
"02668","WEST BARNSTABLE, MA",,481,2453,11148,92
"02669","WEST CHATHAM, MA",,196,1325,7400,44
"02670","WEST DENNIS, MA",,245,1716,9158,58
"02671","WEST HARWICH, MA",,266,1358,7467,65
"02672","WEST HYANNISPORT, MA",,10,45,207,7
"02673","WEST YARMOUTH, MA",,2004,13147,64223,238
"02675","YARMOUTH PORT, MA",,1973,14471,61488,165
"02702","ASSONET, MA",,1948,38965,132587,115
"02703","ATTLEBORO, MA",,17308,147455,606539,965
"02712","CHARTLEY, MA",,214,1798,7299,10
"02713","CUTTYHUNK, MA",,50,286,1366,10
"02714","DARTMOUTH, MA",,371,2629,10355,7
"02715","DIGHTON, MA",,321,2083,11496,62
"02717","EAST FREETOWN, MA",,1070,6747,35699,131
"02718","EAST TAUNTON, MA",,1498,13076,53379,100
"02719","FAIRHAVEN, MA",,6089,62518,230006,406
"02720","FALL RIVER, MA",,17424,134377,570836,804
"02721","FALL RIVER, MA",,10530,68858,298863,600
"02722","FALL RIVER, MA",,1548,10540,44865,82
"02723","FALL RIVER, MA",,2840,17018,75870,267
"02724","FALL RIVER, MA",,3790,25715,109886,282
"02725","SOMERSET, MA",,1387,6614,28317,75
"02726","SOMERSET, MA",,3269,22251,96850,292
"02738","MARION, MA",,1690,16122,81577,184
"02739","MATTAPOISETT, MA",,1208,7993,37310,184
"02740","NEW BEDFORD, MA",,14037,100126,439847,1051
"02741","NEW BEDFORD, MA",,369,2548,12471,19
"02742","NEW BEDFORD, MA",,217,478,3805,13
"02743","ACUSHNET, MA",,2650,21544,113467,169
"02744","NEW BEDFORD, MA",,2211,13077,57741,188
"02745","NEW BEDFORD, MA",,9005,63916,280265,509
"02746","NEW BEDFORD, MA",,4021,23274,101389,326
"02747","NORTH DARTMOUTH, MA",,10197,64794,302757,640
"02748","SOUTH DARTMOUTH, MA",,1490,7942,39699,223
"02760","NORTH ATTLEBORO, MA",,9540,50581,222234,735
"02761","NORTH ATTLEBORO, MA",,260,2948,11957,26
"02762","PLAINVILLE, MA",,3245,21435,102355,286
"02763","ATTLEBORO FALLS, MA",,2541,18267,73047,118
"02764","NORTH DIGHTON, MA",,1033,7405,30847,63
"02766","NORTON, MA",,6255,46502,205454,426
"02767","RAYNHAM, MA",,8649,82860,354293,486
"02768","RAYNHAM CENTER, MA",,106,658,3353,13
"02769","REHOBOTH, MA",,1288,8935,46624,271
"02770","ROCHESTER, MA",,518,5685,27611,104
"02771","SEEKONK, MA",,8582,48228,213750,599
"02777","SWANSEA, MA",,5269,29666,134134,487
"02779","BERKLEY, MA",,618,3642,18444,94
"02780","TAUNTON, MA",,22664,224454,926387,1139
"02783","TAUNTON, MA","A",0,0,0,1
"02790","WESTPORT, MA",,2830,16365,83546,413
"02791","WESTPORT POINT, MA",,65,439,1955,15
"02801","ADAMSVILLE, RI","C",0,0,0,10
"02802","ALBION, RI",,82,277,1799,18
"02804","ASHAWAY, RI",,405,2218,11679,68
"02806","BARRINGTON, RI",,2485,13840,62730,380
"02807","BLOCK ISLAND, RI",,372,2701,20494,184
"02808","BRADFORD, RI",,400,3004,12381,28
"02809","BRISTOL, RI",,6812,42629,193757,541
"02812","CAROLINA, RI",,41,203,1356,20
"02813","CHARLESTOWN, RI",,962,8340,42004,203
"02814","CHEPACHET, RI","F",0,0,0,167
"02815","CLAYVILLE, RI",,17,111,482,6
"02816","COVENTRY, RI",,5903,36255,161291,630
"02817","WEST GREENWICH, RI",,4683,76094,276506,169
"02818","EAST GREENWICH, RI",,8802,69126,298465,679
"02822","EXETER, RI","G",0,0,0,145
"02823","FISKEVILLE, RI","C",0,0,0,6
"02824","FORESTDALE, RI",,121,483,1695,6
"02825","FOSTER, RI",,391,1902,9211,108
"02826","GLENDALE, RI",,164,1014,4655,18
"02827","GREENE, RI",,144,651,3515,30
"02828","GREENVILLE, RI",,2971,18063,79015,246
"02829","HARMONY, RI",,149,746,3722,21
"02830","HARRISVILLE, RI",,810,5307,23576,105
"02831","HOPE, RI",,271,1554,8098,76
"02832","HOPE VALLEY, RI",,655,4346,21044,91
"02833","HOPKINTON, RI",,65,432,1958,14
"02835","JAMESTOWN, RI","G",0,0,0,170
"02836","KENYON, RI","B",0,0,0,2
"02837","LITTLE COMPTON, RI",,354,2123,11691,106
"02838","MANVILLE, RI",,410,2451,10451,55
"02839","MAPLEVILLE, RI",,132,1587,6584,17
"02840","NEWPORT, RI",,15162,98612,461955,1124
"02841","NEWPORT, RI",,129,1197,5188,22
"02842","MIDDLETOWN, RI",,7029,55047,258241,620
"02852","NORTH KINGSTOWN, RI",,15213,129263,567847,838
"02854","NORTH KINGSTOWN, RI","A",0,0,0,1
"02857","NORTH SCITUATE, RI",,824,4441,19946,178
"02858","OAKLAND, RI",,30,182,762,9
"02859","PASCOAG, RI",,1771,12898,53474,126
"02860","PAWTUCKET, RI",,17455,132914,601149,998
"02861","PAWTUCKET, RI",,7072,54355,241237,495
"02862","PAWTUCKET, RI","G",0,0,0,21
"02863","CENTRAL FALLS, RI",,2724,16737,74913,249
"02864","CUMBERLAND, RI",,8722,60617,271888,780
"02865","LINCOLN, RI",,13885,155613,623875,640
"02871","PORTSMOUTH, RI",,5030,55708,238124,426
"02872","PRUDENCE ISLAND, RI","B",0,0,0,3
"02873","ROCKVILLE, RI",,143,1666,5743,7
"02874","SAUNDERSTOWN, RI",,368,2934,14262,83
"02875","SHANNOCK, RI",,8,25,101,3
"02876","SLATERSVILLE, RI",,936,7186,31254,74
"02877","SLOCUM, RI","A",0,0,0,2
"02878","TIVERTON, RI",,2283,13540,63145,353
"02879","WAKEFIELD, RI",,6984,46472,205061,686
"02880","WAKEFIELD, RI",,97,844,4467,34
"02881","KINGSTON, RI",,648,3493,14753,93
"02882","NARRAGANSETT, RI",,3117,16981,79768,419
"02883","PEACE DALE, RI",,446,2183,9411,35
"02885","WARREN, RI","H",0,0,0,357
"02886","WARWICK, RI","K",0,0,0,1807
"02887","WARWICK, RI",,1818,28265,88590,28
"02888","WARWICK, RI",,9101,63448,283793,778
"02889","WARWICK, RI",,3783,20161,90456,487
"02891","WESTERLY, RI","I",0,0,0,762
"02892","WEST KINGSTON, RI",,2536,33542,162610,114
"02893","WEST WARWICK, RI",,8515,65078,283559,597
"02894","WOOD RIVER JUNCTION, RI",,359,1978,8589,15
"02895","WOONSOCKET, RI",,17045,128870,507792,861
"02896","NORTH SMITHFIELD, RI",,2482,17277,78709,257
"02898","WYOMING, RI",,1056,6195,28434,96
"02901","PROVIDENCE, RI",,159,3185,8119,15
"02902","PROVIDENCE, RI",,86,778,3751,10
"02903","PROVIDENCE, RI",,42276,586306,2155157,1791
"02904","PROVIDENCE, RI",,14324,106966,458468,896
"02905","PROVIDENCE, RI",,11889,109127,464742,618
"02906","PROVIDENCE, RI",,11249,90234,391752,776
"02907","PROVIDENCE, RI",,11426,78938,321191,562
"02908","PROVIDENCE, RI",,10189,85289,364322,570
"02909","PROVIDENCE, RI",,6867,39012,162524,626
"02910","CRANSTON, RI",,8695,63698,263634,686
"02911","NORTH PROVIDENCE, RI",,2522,12588,54767,280
"02912","PROVIDENCE, RI","I",0,0,0,5
"02914","EAST PROVIDENCE, RI",,11681,103152,430266,826
"02915","RIVERSIDE, RI",,6534,57480,231359,413
"02916","RUMFORD, RI",,3394,26653,113863,264
"02917","SMITHFIELD, RI",,7620,62112,285737,514
"02918","PROVIDENCE, RI",,2195,11096,45978,15
"02919","JOHNSTON, RI",,11684,116409,467172,1049
"02920","CRANSTON, RI",,18776,150583,659492,1249
"02921","CRANSTON, RI",,3435,26939,122400,252
"02940","PROVIDENCE, RI",,3028,32628,92081,38
"03031","AMHERST, NH",,3796,30293,141319,420
"03032","AUBURN, NH",,1455,14031,65057,133
"03033","BROOKLINE, NH",,540,5181,27224,81
"03034","CANDIA, NH",,466,3689,20054,104
"03036","CHESTER, NH",,292,2411,10195,77
"03037","DEERFIELD, NH",,271,1544,7523,72
"03038","DERRY, NH",,7210,52805,233117,638
"03040","EAST CANDIA, NH","B",0,0,0,2
"03041","EAST DERRY, NH",,63,294,1344,10
"03042","EPPING, NH",,1437,8096,38255,147
"03043","FRANCESTOWN, NH",,155,1765,5807,34
"03044","FREMONT, NH",,469,2349,12117,59
"03045","GOFFSTOWN, NH",,2350,17070,76373,272
"03046","DUNBARTON, NH",,138,1179,6998,33
"03047","GREENFIELD, NH",,907,6467,29484,26
"03048","GREENVILLE, NH",,369,3269,13977,55
"03049","HOLLIS, NH",,2192,24811,119824,193
"03051","HUDSON, NH",,10395,98556,402917,642
"03052","LITCHFIELD, NH",,489,3517,18481,75
"03053","LONDONDERRY, NH",,13805,105084,523514,777
"03054","MERRIMACK, NH",,13786,125842,596515,634
"03055","MILFORD, NH",,6539,49877,212699,407
"03057","MONT VERNON, NH",,238,4343,18776,38
"03060","NASHUA, NH",,23464,204453,890139,1315
"03061","NASHUA, NH",,5135,91966,403088,48
"03062","NASHUA, NH",,9985,137153,585384,424
"03063","NASHUA, NH",,10079,93108,403492,610
"03064","NASHUA, NH",,1968,12450,60214,229
"03070","NEW BOSTON, NH",,433,2638,12591,110
"03071","NEW IPSWICH, NH",,983,7253,37624,114
"03073","NORTH SALEM, NH",,88,815,3821,9
"03076","PELHAM, NH",,2000,14447,65221,263
"03077","RAYMOND, NH",,2556,18861,87627,178
"03079","SALEM, NH",,21989,166829,740526,1339
"03082","LYNDEBOROUGH, NH",,76,486,3281,24
"03084","TEMPLE, NH",,114,923,3937,26
"03086","WILTON, NH",,1145,9413,39977,101
"03087","WINDHAM, NH",,2968,22706,109467,395
"03101","MANCHESTER, NH",,13386,152073,613402,828
"03102","MANCHESTER, NH",,8259,67423,296583,474
"03103","MANCHESTER, NH",,25633,201935,881535,1120
"03104","MANCHESTER, NH",,7651,60098,264826,619
"03105","MANCHESTER, NH",,911,7391,30466,36
"03106","HOOKSETT, NH",,7349,66079,287399,466
"03107","MANCHESTER, NH","A",0,0,0,3
"03108","MANCHESTER, NH",,1172,12419,46467,36
"03109","MANCHESTER, NH",,5173,51061,221084,289
"03110","BEDFORD, NH",,11840,125371,556284,876
"03111","MANCHESTER, NH","F",0,0,0,7
"03215","WATERVILLE VALLEY, NH",,930,3400,9957,31
"03216","ANDOVER, NH",,471,3198,13105,34
"03217","ASHLAND, NH",,552,2925,13115,71
"03218","BARNSTEAD, NH",,95,465,2460,23
"03220","BELMONT, NH",,2209,18418,82819,198
"03221","BRADFORD, NH",,221,1436,7065,51
"03222","BRISTOL, NH",,1071,6375,28314,151
"03223","CAMPTON, NH",,740,3750,17190,114
"03224","CANTERBURY, NH",,177,967,5318,42
"03225","CENTER BARNSTEAD, NH",,128,479,2540,45
"03226","CENTER HARBOR, NH",,397,2294,12103,61
"03227","CENTER SANDWICH, NH",,183,852,4409,39
"03229","CONTOOCOOK, NH",,1618,13367,57846,137
"03230","DANBURY, NH",,215,743,2527,17
"03231","EAST ANDOVER, NH",,53,398,1691,7
"03232","EAST HEBRON, NH","A",0,0,0,1
"03233","ELKINS, NH",,33,212,1032,8
"03234","EPSOM, NH",,815,4085,20077,110
"03235","FRANKLIN, NH",,2542,20389,89185,173
"03237","GILMANTON, NH",,103,696,4014,38
"03238","GLENCLIFF, NH","A",0,0,0,1
"03240","GRAFTON, NH",,38,153,701,14
"03241","HEBRON, NH",,62,365,1962,25
"03242","HENNIKER, NH",,2007,10810,48724,131
"03243","HILL, NH",,34,178,1145,16
"03244","HILLSBOROUGH, NH",,1966,15940,62655,152
"03245","HOLDERNESS, NH",,441,3083,14781,57
"03246","LACONIA, NH",,9490,70626,309368,650
"03247","LACONIA, NH",,314,2102,11083,54
"03249","GILFORD, NH",,1415,10699,50756,190
"03251","LINCOLN, NH",,1935,7915,29490,121
"03252","LOCHMERE, NH",,26,116,563,4
"03253","MEREDITH, NH",,2815,18579,89667,244
"03254","MOULTONBOROUGH, NH",,993,6898,33018,144
"03255","NEWBURY, NH",,751,2588,8599,47
"03256","NEW HAMPTON, NH",,495,2996,16091,56
"03257","NEW LONDON, NH",,2614,15503,70809,218
"03258","CHICHESTER, NH",,425,2804,13447,60
"03259","NORTH SANDWICH, NH",,101,477,2204,11
"03260","NORTH SUTTON, NH",,189,1747,7416,26
"03261","NORTHWOOD, NH",,818,5048,24160,104
"03262","NORTH WOODSTOCK, NH",,311,1385,6799,51
"03263","PITTSFIELD, NH",,835,8177,35879,85
"03264","PLYMOUTH, NH",,3241,18056,81795,245
"03266","RUMNEY, NH",,354,1675,7926,53
"03268","SALISBURY, NH",,61,335,1629,19
"03269","SANBORNTON, NH",,396,3365,16567,60
"03272","SOUTH NEWBURY, NH","A",0,0,0,1
"03273","SOUTH SUTTON, NH",,22,134,425,10
"03275","SUNCOOK, NH",,2580,19142,86049,212
"03276","TILTON, NH",,4511,27116,120746,262
"03278","WARNER, NH",,738,4743,20890,69
"03279","WARREN, NH",,44,273,1220,15
"03280","WASHINGTON, NH",,16,84,467,12
"03281","WEARE, NH",,689,5201,25308,136
"03282","WENTWORTH, NH",,154,1332,5712,14
"03284","SPRINGFIELD, NH",,210,2250,10789,24
"03287","WILMOT, NH",,127,854,4277,46
"03289","WINNISQUAM, NH",,120,1469,10955,11
"03290","NOTTINGHAM, NH",,156,1356,6506,41
"03291","WEST NOTTINGHAM, NH",,43,312,1436,11
"03293","WOODSTOCK, NH",,18,113,808,7
"03301","CONCORD, NH",,28784,232085,993587,1678
"03302","CONCORD, NH",,1156,12700,52585,56
"03303","CONCORD, NH",,1851,14398,65624,180
"03304","BOW, NH",,2108,19594,87077,230
"03307","LOUDON, NH",,361,2338,29421,81
"03431","KEENE, NH",,19218,155011,667837,940
"03435","KEENE, NH","C",0,0,0,1
"03440","ANTRIM, NH",,493,3720,13125,44
"03441","ASHUELOT, NH",,49,327,1622,5
"03442","BENNINGTON, NH",,814,4295,15215,23
"03443","CHESTERFIELD, NH","F",0,0,0,11
"03444","DUBLIN, NH",,368,2526,11198,47
"03445","SULLIVAN, NH",,20,126,637,6
"03446","SWANZEY, NH",,782,5361,26429,93
"03447","FITZWILLIAM, NH",,355,3179,13680,51
"03448","GILSUM, NH",,97,573,2653,21
"03449","HANCOCK, NH",,162,950,5102,43
"03450","HARRISVILLE, NH",,66,341,1530,10
"03451","HINSDALE, NH",,591,2937,12882,52
"03452","JAFFREY, NH",,2184,15486,75906,159
"03455","MARLBOROUGH, NH",,442,3125,14431,66
"03456","MARLOW, NH",,56,450,2074,11
"03457","NELSON, NH",,11,28,116,5
"03458","PETERBOROUGH, NH",,4238,33351,149249,324
"03461","RINDGE, NH",,2085,10186,46322,145
"03462","SPOFFORD, NH",,255,1434,7369,35
"03464","STODDARD, NH","B",0,0,0,13
"03465","TROY, NH",,257,1099,4739,38
"03466","WEST CHESTERFIELD, NH",,330,2297,13279,35
"03467","WESTMORELAND, NH",,215,1599,7628,46
"03468","WEST PETERBOROUGH, NH",,22,243,954,5
"03469","WEST SWANZEY, NH",,209,937,4530,29
"03470","WINCHESTER, NH",,752,4126,20216,74
"03561","LITTLETON, NH",,4562,30937,129486,355
"03570","BERLIN, NH",,2759,18444,76244,215
"03574","BETHLEHEM, NH",,319,2022,8288,65
"03575","BRETTON WOODS, NH",,1597,6530,23937,10
"03576","COLEBROOK, NH",,1437,8391,33947,136
"03579","ERROL, NH",,103,656,2889,21
"03580","FRANCONIA, NH",,680,4172,18098,84
"03581","GORHAM, NH",,1916,10755,49435,152
"03582","GROVETON, NH",,680,5693,24782,44
"03583","JEFFERSON, NH",,232,1292,6660,38
"03584","LANCASTER, NH",,1837,12157,53271,154
"03585","LISBON, NH",,855,6557,29263,65
"03586","SUGAR HILL, NH","A",0,0,0,1
"03587","MEADOWS, NH","A",0,0,0,1
"03588","MILAN, NH",,79,427,1946,25
"03589","MOUNT WASHINGTON, NH","B",0,0,0,1
"03590","NORTH STRATFORD, NH",,54,287,1456,15
"03592","PITTSBURG, NH",,224,850,3392,34
"03593","RANDOLPH, NH","A",0,0,0,2
"03595","TWIN MOUNTAIN, NH",,137,913,4837,28
"03597","WEST STEWARTSTOWN, NH",,100,369,1395,19
"03598","WHITEFIELD, NH",,690,3605,15159,72
"03601","ACWORTH, NH",,19,88,363,10
"03602","ALSTEAD, NH",,172,945,4545,56
"03603","CHARLESTOWN, NH",,1982,12650,63592,116
"03604","DREWSVILLE, NH","A",0,0,0,2
"03605","LEMPSTER, NH",,35,202,1051,14
"03607","SOUTH ACWORTH, NH",,24,164,736,8
"03608","WALPOLE, NH",,1954,9789,47329,94
"03609","NORTH WALPOLE, NH",,229,1700,7870,18
"03740","BATH, NH",,104,635,2427,16
"03741","CANAAN, NH",,369,2191,9876,59
"03743","CLAREMONT, NH",,5018,32835,143012,420
"03745","CORNISH, NH",,60,395,2161,21
"03746","CORNISH FLAT, NH",,66,292,1391,9
"03748","ENFIELD, NH",,510,3122,14424,93
"03749","ENFIELD CENTER, NH",,19,100,492,4
"03750","ETNA, NH",,99,1217,8241,22
"03751","GEORGES MILLS, NH",,196,1022,4122,16
"03752","GOSHEN, NH",,45,175,719,11
"03753","GRANTHAM, NH",,354,2092,9357,61
"03754","GUILD, NH",,45,302,1379,6
"03755","HANOVER, NH",,11991,154522,638104,273
"03756","LEBANON, NH","H",0,0,0,18
"03765","HAVERHILL, NH",,19,91,446,8
"03766","LEBANON, NH",,6850,74116,302193,440
"03768","LYME, NH",,356,3231,14456,46
"03769","LYME CENTER, NH","A",0,0,0,4
"03770","MERIDEN, NH",,176,1208,5390,21
"03771","MONROE, NH",,85,420,2819,17
"03773","NEWPORT, NH",,3130,24299,107291,212
"03774","NORTH HAVERHILL, NH",,373,2662,14614,51
"03777","ORFORD, NH",,105,715,4809,28
"03779","PIERMONT, NH",,102,585,3344,14
"03780","PIKE, NH",,94,645,2639,8
"03781","PLAINFIELD, NH",,178,996,5996,37
"03782","SUNAPEE, NH",,407,2331,10885,83
"03784","WEST LEBANON, NH",,5371,35559,158439,307
"03785","WOODSVILLE, NH",,834,5709,23790,88
"03801","PORTSMOUTH, NH",,32133,326430,1370293,1862
"03802","PORTSMOUTH, NH",,823,8247,44306,66
"03803","PORTSMOUTH, NH",,19,385,1405,4
"03804","PORTSMOUTH, NH","C",0,0,0,10
"03805","ROLLINSFORD, NH","A",0,0,0,2
"03809","ALTON, NH",,549,2731,14591,75
"03810","ALTON BAY, NH",,137,654,4063,31
"03811","ATKINSON, NH",,831,6506,34007,120
"03812","BARTLETT, NH",,688,3009,10357,43
"03813","CENTER CONWAY, NH",,1074,5295,25016,88
"03814","CENTER OSSIPEE, NH",,422,2289,10506,56
"03815","CENTER STRAFFORD, NH",,28,55,249,6
"03816","CENTER TUFTONBORO, NH",,89,649,3143,37
"03817","CHOCORUA, NH",,194,907,4688,29
"03818","CONWAY, NH",,1681,10911,51466,197
"03819","DANVILLE, NH",,178,1120,5832,60
"03820","DOVER, NH",,17822,171873,715879,878
"03821","DOVER, NH",,195,1768,7178,25
"03823","MADBURY, NH",,13,36,210,9
"03824","DURHAM, NH",,2917,22194,87381,281
"03825","BARRINGTON, NH",,927,6528,33701,167
"03826","EAST HAMPSTEAD, NH",,492,2897,13852,69
"03827","EAST KINGSTON, NH",,436,3359,16943,78
"03830","EAST WAKEFIELD, NH",,48,213,1168,18
"03832","EATON CENTER, NH",,25,234,1079,13
"03833","EXETER, NH",,9866,178926,677933,653
